PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Paxton, Christian N.; Bleyl, Steven B.; Chapman, Susan C.; Schoenwolf, Gary C.				Chapman, Susan/J-2688-2013	Chapman, Susan/0000-0002-4314-9193			Identification of differentially expressed genes in early inner ear development								GENE EXPRESSION PATTERNS				10	1			31	43		10.1016/j.gep.2009.11.002			JAN 2010	2010	To understand the etiology of congenital hearing loss, a comprehensive understanding of the molecular genetic mechanisms underlying normal ear development is required. We are identifying genes involved in otogenesis, with the longer term goal of studying their mechanisms of action, leading to inner ear induction and patterning. Using Agilent microarrays, we compared the differential expression of a test domain (which consisted of the pre-otic placodal ectoderm with the adjacent hindbrain ectoderm and the underlying mesendodermal tissues) with a rostral control domain (which included tissue that is competent, but not specified, to express inner ear markers in explant assays). We identified 1261 transcripts differentially expressed between the two domains at a 2-fold or greater change: 463 were upregulated and 798 were downregulated in the test domain. We validated the differential expression of several signaling molecules and transcription factors identified in this array using in situ hybridization. Furthermore, the expression patterns of the validated group of genes from the test domain were explored in detail to determine how the timing of their expression relates to specific events of otic induction and development. In conclusion, we identified a number of novel candidate genes for otic placode induction. (C) 2009 Elsevier B.V. All rights reserved.									15	0	0	14	0	15			1567-133X			WOS:000274843900005	19913109	
B	Kole, Chittaranjan						Hu, J; Seiler, G; Kole, C		GENETICS, GENOMICS AND BREEDING OF SUNFLOWER Preface to the Series								GENETICS, GENOMICS AND BREEDING OF SUNFLOWER		Genetics Genomics and Breeding of Crop Plants						VII	XI			10.1201/b10192		2010	2010										0	0	0	0	0	0					978-1-4398-4049-8	WOS:000286314000001		
B	Hu, Jinguo; Seiler, Gerald; Kole, Chittaranjan						Hu, J; Seiler, G; Kole, C		GENETICS, GENOMICS AND BREEDING OF SUNFLOWER Preface to the Volume								GENETICS, GENOMICS AND BREEDING OF SUNFLOWER		Genetics Genomics and Breeding of Crop Plants						XIII	XIII			10.1201/b10192		2010	2010										0	0	0	0	0	0					978-1-4398-4049-8	WOS:000286314000002		
J	Teixeira, Rafael; Lacerda, Daniel Pacheco				Teixeira, Rafael/J-3667-2013; Lacerda, Daniel/G-1553-2013	Teixeira, Rafael/0000-0002-7643-6084; Lacerda, Daniel/0000-0002-8011-3376			Gestão da cadeia de suprimentos: análise dos artigos publicados em alguns periódicos acadêmicos entre os anos de 2004 e 2006	Supply chain management: analysis of papers published on some journals between 2004 and 2006							Gestão & Produção				17	1			207	227		10.1590/S0104-530X2010000100016			2010	2010	In recent years, supply chain management has received greater attention, hence leading researchers to develop many papers on this topic. Due to its recent development, this organizational phenomenon is complex and has many variables, making the process of choosing a research topic also complex for researchers and students. Thus, this paper aims to provide an analysis of the major topics studied in over 173 papers published about supply chain management in the most important international production and operation management journals between 2004 and 2006. The results show that the major topics are coordination, information sharing between companies, production decisions, and supply chain design and performance. Many topics should also be the focus of future studies until the supply chain management becomes a discipline.		A crescente importância da cadeia de suprimentos tem levado pesquisadores a desenvolverem um volume significativo de trabalhos sobre o tema. Ao mesmo tempo, devido ao seu recente surgimento, esse fenômeno organizacional é complexo e engloba inúmeras variáveis, tornando igualmente complexo o processo de escolha do objeto de pesquisa por pesquisadores e estudantes. Por essa razão, esse artigo tem o objetivo de proporcionar uma análise dos principais tópicos estudados em 173 artigos sobre gestão da cadeia de suprimentos publicados nos principais periódicos acadêmicos internacionais entre 2004 e 2006. Os resultados mostram que os artigos focam, principalmente, a coordenação e a troca de informações entre empresas, a configuração da produção, o design e o desempenho da cadeia de suprimentos. Além disso, também são destacadas as características de alguns dos principais periódicos internacionais. Diversos tópicos, ainda, precisam ser estudados até que a gestão da cadeia de suprimentos se solidifique como disciplina.							3	0	0	0	3	5			1806-9649			SCIELO:S0104-530X2010000100016		
B	Straka, Thomas J.; Greene, John L.						Gan, J; Grado, S; Munn, IA		REFORESTATION TAX INCENTIVES UNDER THE AMERICAN JOBS CREATION ACT OF 2004 (Reprinted from Southern Journal of Applied Forestry, vol 31, pg 23-27)								GLOBAL CHANGE AND FORESTRY: ECONOMIC AND POLICY IMPACTS AND RESPONSES		Climate Change and its Causes Effects and Prediction						271	279					2010	2010	The American Jobs Creation Act of 2004 made significant changes in the reforestation tax incentives available to private forest owners. Owners can now deduct outright reforestation costs up to $10,000 per year for each qualifying timber property and amortize any additional amount over 8 tax years. To assess the financial benefit the new incentives provide to forest owners, the authors developed spreadsheets that calculate after-tax Bare Land Value (BLV) for a representative southern pine management plan under three tax situations: no reforestation incentives, the incentives under previous law, and the incentives under the current law. They found that compared to no tax incentive, the current law chiefly benefits owners with high non-timber income, increasing BLV by an amount equivalent to a reforestation cost share of roughly 25-30% as opposed to 5-15% for owners with low or median income. Compared to previous law, the current law chiefly benefits owners of large forest holdings, increasing BLV by an amount equivalent to a reforestation cost share of roughly 10-20%. For owners of small forest holdings, however, BLV decreased by an amount equivalent to a 5-10% increase in reforestation costs. These findings are significant as Congress likely intended that the new incentives continue to benefit primarily "small woodland owners" with modest incomes and forest holdings.									0	0	0	0	0	0					978-1-60876-262-0	WOS:000281447700019		
B	Andrew, Rod, Jr.						Cimbala, PA; Miller, RM		"My Children on the Field": Wade Hampton, Biography, and the Roots of the Lost Cause								GREAT TASK REMAINING BEFORE US: RECONSTRUCTION AS AMERICA'S CONTINUING CIVIL WAR		Reconstructing America						139	153			10.5422/fso/9780823232024.001.0001		2010	2010										0	0	0	0	0	0					78-0-8232-3203-1	WOS:000296285700010		
B	Gartner, William B.; Carter, Nancy M.; Reynolds, Paul D.						Acs, ZJ; Audretsch, DB		Entrepreneurial Behavior: Firm Organizing Processes								HANDBOOK OF ENTREPRENEURSHIP RESEARCH: AN INTERDISCIPLINARY SURVEY AND INTRODUCTION, SECOND ED		International Handbook Series on Entrepreneurship						99	127		10.1007/978-1-4419-1191-9_5	10.1007/978-1-4419-1191-9		2010	2010										7	0	0	0	0	7					978-1-4419-1190-2	WOS:000281800800005		
J	Astrachan, Joseph H.; Richards, Chester W.; Marchisio, Gaia G.; Manners, George E.						Mazzola, P; Kellermanns, FW		The OODA loop: a new strategic management approach for family business								HANDBOOK OF RESEARCH ON STRATEGY PROCESS								541	565					2010	2010										1	0	0	0	0	1					978-1-84844-044-9	WOS:000301062300025		
S	Fisk, Raymond P.; Grove, Stephen J.						Maglio, PP; Kieliszewski, CA; Spohrer, JC		The Evolution and Future of Service Building and Broadening a Multidisciplinary Field								HANDBOOK OF SERVICE SCIENCE		Service Science-Research and Innovations in the Service Economy						643	663		10.1007/978-1-4419-1628-0_28	10.1007/978-1-4419-1628-0		2010	2010	This chapter describes the evolution of the service field over two eras that encompass its emergence, growth and eventual broadening into a multidisciplinary field. The first era, described with the metaphor of biological evolution, encompasses the development of the service marketing field across three stages: Crawling Out, Scurrying About, and Walking Erect. The second era witnessed the rapid expansion of the service field beyond service marketing. This era, described with the metaphor of social evolution, progresses through three additional stages: Making Tools, Creating Language, and Building Community. We expand on Building Community as the future of the service field with discussion of the state of Service Science, Management, and Engineering (SSME), the idea of adding service arts, the need to serve customers, and memes for building the service community. We envision a service field that is customer-centered, multidisciplinary and collaborative.									6	0	0	0	0	6			1865-4924		978-1-4419-1627-3	WOS:000277769000029		
J	Hawkins, Katherine W.; Linvill, Darren L.								Public Health Framing of News Regarding Childhood Obesity in the United States								HEALTH COMMUNICATION				25	8			709	717	PII 930910580	10.1080/10410236.2010.521913			2010	2010	Five U.S. newspapers were searched for stories regarding childhood obesity. Of the 201 stories appearing in 1996, 2001, or 2006, 97 incorporated a public health frame (i.e., connects problem to the larger social and environmental context; exposes risk factors; includes information regarding preventatives and correctives). Significant risk factors were identified as unhealthy eating practices, lack of physical activity, and ads for junk food directed at children. Prevalent categories of preventatives and correctives focused on changes in diet, particularly in the home or in areas controlled by parents. Offered less frequently were suggestions regarding increases in physical activity. Consistent with previous research, the majority of both preventatives and correctives focused on individual-level as opposed to societal-level factors. Implications of these findings for the framing of news regarding childhood obesity are discussed.									16	0	0	1	0	16			1041-0236			WOS:000285146800010	21153987	
S	Moody, N. R.; Reedy, E. D., Jr.; Corona, E.; Adams, D. P.; Kennedy, M. S.; Cordill, M. J.; Bahr, D. F.						Bremand, F		Buckle Driven Delamination in Thin Hard Film Compliant Substrate Systems								ICEM 14: 14TH INTERNATIONAL CONFERENCE ON EXPERIMENTAL MECHANICS, VOL 6		EPJ Web of Conferences		6						40006	10.1051/epjconf/20100640006			2010	2010	Deformation and fracture of thin films on compliant substrates are key factors constraining the performance of emerging flexible substrate devices. [1-3] These systems often contain layers of thin polymer, ceramic and metallic films and stretchable interconnects where differing properties induce high normal and shear stresses. [4] As long as the films remain bonded to the substrates, they may deform far beyond their freestanding form. Once debonded, substrate constraint disappears leading to film failure. [3] Experimentally it is very difficult to measure properties in these systems at sub-micron and nanoscales. Theoretically it is very difficult to determine the contributions from the films, interfaces, and substrates. As a result our understanding of deformation and fracture behavior in compliant substrate systems is limited. This motivated a study of buckle driven delamination of thin hard tungsten films on pure PMMA substrates.The films were sputter deposited to thicknesses of 100 nm, 200 nm, and 400 nm with a residual compressive stress of 1.7 GPa. An aluminum oxide interlayer was added on several samples to alter interfacial composition. Buckles formed spontaneously on the PMMA substrates following film deposition. On films without the aluminum oxide interlayer, an extensive network of small telephone cord buckles formed following deposition, interspersed with regions of larger telephone cord buckles. (Figure 1) On films with an aluminum oxide interlayer, telephone cord buckles formed creating a uniform widely spaced pattern. Through-substrate optical observations revealed matching buckle patterns along the film-substrate interface indicating that delamination occurred for large and small buckles with and without an interlayer. The coexistence of large and small buckles on the same substrate led to two distinct behaviors as shown in Figure 2 where normalized buckle heights are plotted against normalized film stress. The behaviors deviate significantly from behavior predicted by rigid elastic solutions.To address this issue we developed a finite element analysis technique that employed a cohesive zone model to simulate interfacial crack growth. Specifying the traction-separation relationship, cohesive strength, and work of separation along with film thickness, film stress, and film and substrate properties, buckle width and height were determined as a function of interfacial toughness. The simulations indicate that an analysis based on rigid substrate solutions significantly underestimate toughness for prescribed buckle widths: a result consistent with an analysis by Yu and Hutchinson [5] that pieced together a solution based on non-linear plate theory with a solution for the linear film on substrate problem. More importantly, the results defined a lower limiting bound to seemingly disparate buckle deflection data (Figure 2). The substrate compliance is controlling behavior. Comparison of the experimental results with cohesive zone simulations suggests that the two buckle behaviors are associated with different levels of substrate yielding. In this presentation we will use the results to show how substrate compliance and deformation affect delamination and buckling of films on compliant substrates and provide a means to predict device performance.					14th International Conference on Experimental Mechanics (ICEM14)14th International Conference on Experimental Mechanics (ICEM14)	JUL 04-09, 2010JUL 04-09, 2010	European Assoc Expt Mech (EURASEM); French Soc Mech (AFM); Grp Adv Methods Stress Anal (GAMAC); Natl Ctr Sci Res (CNRS); Univ Poitiers, British Soc Stain Measurement (BSSM); Soc Expt Mech; Japanese Soc Expt Mech (JSEM)European Assoc Expt Mech (EURASEM); French Soc Mech (AFM); Grp Adv Methods Stress Anal (GAMAC); Natl Ctr Sci Res (CNRS); Univ Poitiers, British Soc Stain Measurement (BSSM); Soc Expt Mech; Japanese Soc Expt Mech (JSEM)	Poitiers, FRANCEPoitiers, FRANCE	1	0	0	0	0	1			2100-014X		*****************	WOS:000291704000275		
S	Li, Yinxiao; Birchfield, Stanley T.			IEEE					Image-Based Segmentation of Indoor Corridor Floors for a Mobile Robot								IEEE/RSJ 2010 INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS 2010)		IEEE International Conference on Intelligent Robots and Systems						837	843		10.1109/IROS.2010.5652818			2010	2010	We present a novel method for image-based floor detection from a single image. In contrast with previous approaches that rely upon homographies, our approach does not require multiple images (either stereo or optical flow). It also does not require the camera to be calibrated, even for lens distortion. The technique combines three visual cues for evaluating the likelihood of horizontal intensity edge line segments belonging to the wall-floor boundary. The combination of these cues yields a robust system that works even in the presence of severe specular reflections, which are common in indoor environments. The nearly real-time algorithm is tested on a large database of images collected in a wide variety of conditions, on which it achieves nearly 90% detection accuracy.					IEEE/RSJ International Conference on Intelligent Robots and SystemsIEEE/RSJ International Conference on Intelligent Robots and Systems	OCT 18-22, 2010OCT 18-22, 2010		Taipei, TAIWANTaipei, TAIWAN	12	0	0	0	0	12			2153-0858		978-1-4244-6675-7	WOS:000287672004016		
S	Willimon, Bryan; Birchfield, Stan; Walker, Ian			IEEE					Rigid and Non-Rigid Classification Using Interactive Perception								IEEE/RSJ 2010 INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS 2010)		IEEE International Conference on Intelligent Robots and Systems						1728	1733		10.1109/IROS.2010.5652733			2010	2010	Robotics research tends to focus upon either non-contact sensing or machine manipulation, but not both. This paper explores the benefits of combining the two by addressing the problem of classifying unknown objects, such as found in service robot applications. In the proposed approach, an object lies on a flat background, and the goal of the robot is to interact with and classify each object so that it can be studied further. The algorithm considers each object to be classified using color, shape, and flexibility. Experiments on a number of different objects demonstrate the ability of efficiently classifying and labeling each item through interaction.					IEEE/RSJ International Conference on Intelligent Robots and SystemsIEEE/RSJ International Conference on Intelligent Robots and Systems	OCT 18-22, 2010OCT 18-22, 2010		Taipei, TAIWANTaipei, TAIWAN	4	0	0	0	0	4			2153-0858		978-1-4244-6675-7	WOS:000287672001082		
S	Deng, Juan; Brooks, Ricahrd; Taiber, Joachim			IEEE					Security Automata Integrated XACML and Security Validation								IEEE SOUTHEASTCON 2010: ENERGIZING OUR FUTURE		IEEE SoutheastCon-Proceedings						338	343					2010	2010	Extensible Access Control Markup Language is an OASIS ratified standard that defines and enforces control policies. XACML bases access control on static user or resource attributes, which fails for a large class of security policies. Security automata specify security policies that base decisions on changing user or resource states. This paper extends XACML to support security automata. We demonstrate the extended XACML on a location-aware application for connected vehicles. We analyze the security of the extended XACML system. We secure the system with TLS and verify the system security using the Failure Divergence Refinement (FDR) and Casper tools.					IEEE SoutheastCon 2010 Conference on Energizing Our FutureIEEE SoutheastCon 2010 Conference on Energizing Our Future	MAR 18-21, 2010MAR 18-21, 2010	IEEE Reg 3; IEEE Charlotte Sect; IEEE NC CouncilIEEE Reg 3; IEEE Charlotte Sect; IEEE NC Council	Concord, NCConcord, NC	1	0	0	0	0	1			1558-058X		978-1-4244-5853-0	WOS:000287373300081		
S	Alapatt, G. F.; Harrell, W. R.; Freeman, Y.; Lessner, P.			IEEE	Harrell, William/A-7719-2008; Alapatt, Githin/A-5161-2010				Observation of the Poole-Frenkel Effect in Tantalum Polymer Capacitors								IEEE SOUTHEASTCON 2010: ENERGIZING OUR FUTURE		IEEE SoutheastCon-Proceedings						498	501		10.1109/SECON.2010.5453820			2010	2010	I-V and I-time measurements to characterize the Polymer-Dielectric interface of Tantalum/Ta2O5/Polymer capacitors were performed. The interface consists of a conducting polymer - PEDOT (poly 3,4-ethylenedioxythiophene) and Ta2O5. The leakage current measurements on these capacitors were found to be consistent with Poole-Frenkel Emission in the bulk of the dielectric.					IEEE SoutheastCon 2010 Conference on Energizing Our FutureIEEE SoutheastCon 2010 Conference on Energizing Our Future	MAR 18-21, 2010MAR 18-21, 2010	IEEE Reg 3; IEEE Charlotte Sect; IEEE NC CouncilIEEE Reg 3; IEEE Charlotte Sect; IEEE NC Council	Concord, NCConcord, NC	3	0	0	0	0	3			1558-058X		978-1-4244-5853-0	WOS:000287373300120		
