PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Van Iddekinge, Chad H.; Raymark, Patrick H.; Eidson, Carl E., Jr.								An Examination of the Validity and Incremental Value of Needed-at-Entry Ratings for a Customer Service Job								APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE				60	1			24	45		10.1111/j.1464-0597.2010.00425.x			JAN 2011	2011	We examined needed-at-entry ratings of knowledge, skills, abilities, and other characteristics (KSAOs) provided by job experts (N = 285) during a job analysis for a customer service manager position. To serve as an external referent, a group of industrial and organisational psychologists (N = 31) rated the perceived trainability of each KSAO. Analyses revealed only limited support for the validity of inferences drawn from job experts' needed-at-entry ratings. Consistent with our hypotheses, less validity evidence was found for ratings of the more person-oriented and abstract "AO" attributes than for the more job-oriented and concrete "KS" attributes. In general, job experts tended to rate attributes as needed-at-entry that psychologists thought could be developed on the job. We also found that failing to collect needed-at-entry ratings, and relying on only the more common importance-to-the-job ratings, would have resulted in a rather different set of critical KSAOs identified for assessment during the selection process.									1	0	0	1	0	1			0269-994X			WOS:000285389900002		
J	Ju, Jaehyung; Summers, Joshua D.				Summers, Joshua/B-7362-2009; Ju, Jaehyung/B-8707-2014	Summers, Joshua/0000-0002-6129-2663; 			Hyperelastic Constitutive Modeling of Hexagonal Honeycombs Subjected to In-Plane Shear Loading								JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY-TRANSACTIONS OF THE ASME				133	1					011005	10.1115/1.4002640			JAN 2011	2011	The in-plane flexible shear property of hexagonal honeycombs may be useful for the compliant structural applications. In this paper, hyperelastic strain energy functions are developed for a finite in-plane shear deformation of hexagonal honeycombs over a constituent material's elastic range. Effective shear stress-strain curves of hexagonal structures and local cell wall deformation are investigated using the finite element based homogenization method. The hyperelastic models, which are only related to the effective properties of a honeycomb, may not be good enough to capture the nonlinear behavior at a high macroscopic shear strain level. The primary microscopic cell wall deformation mode under macroscopic in-plane shear loading was identified to be the bending of the vertical cell wall h, which is perpendicular to the macroscopic loading direction. The re-entrant hexagonal structures having a negative Poisson's ratio shows a high macroscopic shear flexible property associated with the high h when the honeycombs are designed to have the same macroscopic shear modulus. [DOI: 10.1115/1.4002640]									5	0	0	0	0	5			0094-4289			WOS:000285363600006		
J	Urien, Bertrand; Kilbourne, William								Generativity and Self-Enhancement Values in Eco-Friendly Behavioral Intentions and Environmentally Responsible Consumption Behavior								PSYCHOLOGY & MARKETING				28	1			69	90		10.1002/mar.20381			JAN 2011	2011	During the past 35 years, academic researchers have been examining the relationship between environmentally responsible consumption behavior and numerous antecedent variables. Because sustainability requires a long-term perspective, the study included generativity, a construct developed by Erikson (1950) and self-enhancement values (Schwartz, 1994) as antecedent variables for environmentally responsible consumption behavior. Generativity refers to individuals' beliefs that their current behavior has consequences that extend into future generations, while self-enhancement refers to values relating to power, wealth, and influence. These variables are related in that generativity requires consideration of others while self-enhancement generally refers to considering only one's self. This suggests that individuals high on generativity ought to be more aware of and concerned about the environment and should modify their behavior accordingly, and those who are high on self-enhancement should be less concerned or willing to change behavior. The results of the study, including French and American respondents, indicate that individuals who score high on generativity are more likely to have eco-friendly intentions and more environmentally responsible consumption behaviors, but generativity interacts with self-enhancement, resulting in an interpretation that is different from that typically found in environmentally related studies. (C) 2010 Wiley Periodicals, Inc.									32	0	0	1	0	32			0742-6046			WOS:000285443100004		
J	Gosnell, Courtney L.; Britt, Thomas W.; Mckibben, Eric S.								Self-presentation in Everyday Life: Effort, Closeness, and Satisfaction								SELF AND IDENTITY				10	1			18	31	PII 918012183	10.1080/15298860903429567			2011	2011	The present study examined how effort put forth during self-presentations is related to satisfaction with the interaction and relationship partner depending on the closeness of the partner to the individual. Individuals responded to Palm Pilot computers when they experienced an interaction over the course of four days. Following each interaction, participants rated the self-presentational effort they put forth, closeness to the interaction partner, and their interaction satisfaction. They also identified their relationship satisfaction for frequent interaction partners. Results of multilevel models revealed that effort was positively related to relationship satisfaction when participants were not very close to the partner, but was negatively related to relationship satisfaction when closeness to the partner was high. Effort was also less strongly related to satisfaction with the interaction when participants were closer to their interaction partner. The results reveal the importance of reduced effort towards interactions with close others, perhaps allowing individuals a obackstageo environment to recuperate.									4	1	0	0	0	5			1529-8868			WOS:000285517800002		
J	Pilcher, June J.; Vander Wood, Melissa A.; O'Connell, Kristina L.								The effects of extended work under sleep deprivation conditions on team-based performance								ERGONOMICS				54	7			587	596		10.1080/00140139.2011.592599			2011	2011	Teamwork is becoming increasingly common in today's workplaces; however, little research has examined how well teams perform under sleep deprivation conditions. The purpose of the current study was to examine the effect of extended work under sleep deprivation conditions on team performance. A total of 24 participants were sleep deprived for 30 h and completed 16 h of sustained operations during the last portion of the sleep deprivation period. The participants completed the Wombat, a complex task including vigilance and cognitive components, with a partner in four 24-min testing sessions during the sustained operations period. The results indicated that team performance increased during the work period while, within each testing session, team performance on vigilance tasks remained stable and overall performance decreased. The current results suggest that performance on two-person teams results in improved performance but does not fully counteract the decreases in performance within each work period. Performance in two-person teams increased across an extended work shift under sleep deprivation conditions. However, vigilance performance remained stable while overall performance decreased when examining performance in 8-min segments. These results suggest that averaging team-based performance over a longer testing period may mask the negative effects of sleep deprivation.									8	0	0	3	0	8			0014-0139			WOS:000299922900001	21770747	
S	Ballato, J.; Serivalsatit, K.						Dubinskii, M; Post, SG		Sub-micron grained highly transparent sesquioxide ceramics: synthesis, processing, and properties								LASER TECHNOLOGY FOR DEFENSE AND SECURITY VII		Proceedings of SPIE		8039						80390W	10.1117/12.885238			2011	2011	Transparent sesquioxide ceramics, e. g. Y2O3 and Sc2O3 are being developed as alternatives to yttrium aluminum garnet (YAG) for high-power solid-state laser systems. In this work, we present the synthesis of these sesquioxide nanopowders by precipitation techniques and the subsequent processing of these nanopowders into sub-micron transparent ceramics using a modifying two-step sintering approach. These transparent ceramics exhibited equivalent transparency to that of analogous single crystals. The microhardness and fracture toughness of the modified two-step sintered ceramic exceeded those of conventionally sintered ceramic by 25% and 70%, respectively.					Conference on the Laser Technology for Defense and Security VIIConference on the Laser Technology for Defense and Security VII	APR 25-27, 2011APR 25-27, 2011	SPIESPIE	Orlando, FLOrlando, FL	0	0	0	0	0	0			0277-786X		978-0-81948-613-4	WOS:000292040500018		
J	Li, Yongjun; Chen, Hu; Xie, Rong; Wang, James Z.								BGN: A novel scattemet formation algorithm for bluetooth-based sensor networks								MOBILE INFORMATION SYSTEMS				7	2			93	106		10.3233/MIS-2011-0112			2011	2011	To address the unreliability and inefficiency of the existing algorithms for Bluetooth scatternet formation, this paper proposes a new efficient algorithm, Bluetooth Growing Network (BGN) algorithm, which constructs Bluetooth scatternet by adding reserve links among its branch nodes so that the resulting scatternet can maintain a high degree of connectivity while avoiding exccessive redundant links. Extensive simulation results demonstrate that the scatternet constructed by BGN algorithm is efficient in terms of the number of bridge nodes, average data transmission distance, network reliablity and overall network traffic.									7	1	0	0	0	8			1574-017X			WOS:000291524100001		
B	Xu, Changxue; Huang, Yong; Lin, Yafu			ASME					EFFECTS OF OPERATING CONDITIONS ON THIN FILM DEPOSITION PERFORMANCE IN AIR ATOMIZING SPRAY PYROLYSIS								PROCEEDINGS OF THE ASME INTERNATIONAL MANUFACTURING SCIENCE AND ENGINEERING CONFERENCE 2010, VOL 1								95	104					2011	2011	Thin films have been finding more and more applications in electronics, optical devices, and energy conversion and storage devices, to name a few. As one of the most promising thin film deposition techniques, air atomizing spray pyrolysis, which uses compressed air to disrupt the liquid stream into droplets, has been favored in scientific and engineering communities. However, the effects of operating conditions such as liquid flow rate, atomizing air pressure, fan air pressure, and air gap on the geometric properties of deposited thin film are still not systematically studied. The objective of this study is to experimentally investigate the effects of air spraying operating conditions on the surface roughness and thickness of deposited zinc oxide (ZnO) thin film. It is found 1) The surface roughness increases with the liquid flow rate, but decreases with the atomizing air pressure, fan air pressure, and air gap; 2) The surface roughness decreases along both the X and Y directions under any given operating condition; 3) The thickness increases with the liquid flow rate and the atomizing air pressure, but decreases with the fan air pressure and the air gap; and 4) The thickness generally changes differently along the X and Y directions. Along the X direction, it decreases monotonically; however, along the Y direction, it increases first then decreases as in a saddle shape. While ZnO film deposition is studied, it is expected that the above conclusions may be applicable in air spraying other materials.					ASME International Manufacturing Science and Engineering ConferenceASME International Manufacturing Science and Engineering Conference	OCT 12-15, 2010OCT 12-15, 2010	Behrend Coll; ASME, Manufactur EngnBehrend Coll; ASME, Manufactur Engn	Penn State Erie, Erie, PAPenn State Erie, Erie, PA	0	0	0	0	0	0					978-0-7918-4946-0	WOS:000291337100014		
B	Richardson, B. J.; Bunget, Cristina; Kurfess, Thomas R.			ASME					A STATISTICALLY BASED DETERMINATION OF THE DEPTH OF THE MACHINING AFFECTED ZONE IN NICKEL-BASED SUPERALLOYS USING MATLAB								PROCEEDINGS OF THE ASME INTERNATIONAL MANUFACTURING SCIENCE AND ENGINEERING CONFERENCE 2010, VOL 1								287	290					2011	2011	The surface integrity of a machined surface is a critical requirement in high performance applications such as gas turbine foils. Multiple aspects are incorporated in surface integrity, such as surface finish, changes in microstructure, and consequently residual stresses. This research focuses on detection of the presence of the subsurface damage and estimation of the depth of the damage, as related to the changes in microstructure. A statistically-based methodology for estimation or the depth of the machining affected zone (MAZ) using scanning electron microscope (SEM) images is developed and incorporated in MATLAB software, with the objective of having an automated and also more exact method than optical evaluation. The method is applied for estimation of the depth of the MAZ for nickel-based superalloys. The results of this work are being extended to correlate the MAZ with cutting parameters and conditions to determine the onset of subsurface damage, predict the extent of the MAZ and, ultimately, control its characteristics. Furthermore, this method can be extended for the analysis of different aspects of the microstructure (i.e., dimensions of grains) and estimating the amount of strain and residual stress in the damaged layer.					ASME International Manufacturing Science and Engineering ConferenceASME International Manufacturing Science and Engineering Conference	OCT 12-15, 2010OCT 12-15, 2010	Behrend Coll; ASME, Manufactur EngnBehrend Coll; ASME, Manufactur Engn	Penn State Erie, Erie, PAPenn State Erie, Erie, PA	0	0	0	0	0	0					978-0-7918-4946-0	WOS:000291337100037		
B	Salandro, Wesley A.; Bunget, Cristina; Mears, Laine			ASME					MODELING AND QUANTIFICATION OF THE ELECTROPLASTIC EFFECT WHEN BENDING STAINLESS STEEL SHEET METAL								PROCEEDINGS OF THE ASME INTERNATIONAL MANUFACTURING SCIENCE AND ENGINEERING CONFERENCE 2010, VOL 1								581	590					2011	2011	Automotive manufacturers are continuously striving to meet economic demands by designing and manufacturing more efficient and better performing vehicles. To aid this effort, many manufacturers are using different design strategies such to reduce the overall size/weight of certain automotive components without compromising strength or durability. Stainless steel is a popular material for such uses (i.e. bumpers and fuel tanks) since it possesses both high strength and ductility, and it is relatively light for its strength. However, with current forming processes (e.g., hot working, incremental forming, and superplastic forming), extremely complex components cannot always be easily produced, thus, limiting the potential weight-saving and performance benefits that could be achieved otherwise. Electrically-Assisted Manufacturing (EAM) is an emerging manufacturing technique that has been proven capable of significantly increasing the formability of many automotive alloys, hence the "electroplastic effect". In this technique, electricity can be applied in many ways (e.g., pulsed, cycled, or continuous) to metals undergoing different types of deformation (e.g., compression, tension, bending). When applied, the electricity lowers the required deformation forces, increases part displacement or elongation, and can reduce or eliminate springback in formed parts. Within this study, the effects of EAM on the bending of 304 Stainless Steel sheet metal will be characterized and modeled for different die widths and electrical flux densities. In previous works, EAM has proven to be highly successful on this particular material. Comparison of 3-point bending force profiles for non-electrical baseline tests and various EAM tests will help to illustrate electricity's effectiveness. An electroplastic bending coefficient will be introduced and used for modeling an electrically-assisted bending process. Additionally, the springback reductions attained from EAM will be quantified and compared. From this work, a better overall understanding of the effects and benefits of EAM on bending processes will be explained.					ASME International Manufacturing Science and Engineering ConferenceASME International Manufacturing Science and Engineering Conference	OCT 12-15, 2010OCT 12-15, 2010	Behrend Coll; ASME, Manufactur EngnBehrend Coll; ASME, Manufactur Engn	Penn State Erie, Erie, PAPenn State Erie, Erie, PA	0	0	0	0	0	0					978-0-7918-4946-0	WOS:000291337100070		
B	Jones, Joshua J.; Mears, Laine			ASME					A PROCESS COMPARISON OF SIMPLE STRETCH FORMING USING BOTH CONVENTIONAL AND ELECTRICALLY-ASSISTED FORMING TECHNIQUES								PROCEEDINGS OF THE ASME INTERNATIONAL MANUFACTURING SCIENCE AND ENGINEERING CONFERENCE 2010, VOL 1								623	631					2011	2011	A common manufacturing process typically used to create large surface contours in sheet metal is stretch forming. With this process, the ability to create geometrically accurate parts and smooth surfaces is achievable, yet there are certain limits when considering the achievable elongation of the material and the inability to produce sharp contours in the sheet metal. Present research using Electrically-Assisted Manufacturing (EAM) has shown that applying direct electrical current to the workpiece during the forming process can increase the formability and reduce springback of the material, while also lowering the required forming forces. Seeing the advantageous qualities of EAM, this study examines the use of EAM for a simple stretch forming process. Specifically, this research examines this stretch forming process with regards to how the location where the electrical current is applied to the material affects the process, the achievable forming depth without fracture, and the application direction of the current. Overall results displayed that the directional flow of electrical current and the application location did not affect the obtained forming forces or forming depths using EAM.					ASME International Manufacturing Science and Engineering ConferenceASME International Manufacturing Science and Engineering Conference	OCT 12-15, 2010OCT 12-15, 2010	Behrend Coll; ASME, Manufactur EngnBehrend Coll; ASME, Manufactur Engn	Penn State Erie, Erie, PAPenn State Erie, Erie, PA	0	0	0	0	0	0					978-0-7918-4946-0	WOS:000291337100075		
B	Bunget, Cristina; Salandro, Wesley A.; Mears, Laine			ASME					TRIBOLOGICAL ASPECTS IN ELECTRICALLY-ASSISTED FORMING								PROCEEDINGS OF THE ASME INTERNATIONAL MANUFACTURING SCIENCE AND ENGINEERING CONFERENCE 2010, VOL 1								723	730					2011	2011	The constantly increasing economical and ecological concerns in the automotive and aerospace industries have resulted in high demand for improved fuel economy and greater vehicle performance. Lightweight construction is critical for reducing inertial and rolling resistance losses to increase the product performance while maintaining safety and functional requirements. This will open a wide variety of opportunities to implement materials with high strength-to-weight ratios, such as aluminum, magnesium, stainless steel and titanium alloys. However, when using conventional forming processes, these light materials bring about processing challenges: low formability, high yield strength and low strain hardening coefficients. Electrically-Assisted Forming (EAF) is a method of overcoming these limitations. Specifically, EAF is a novel forming process where electricity, AC or DC, is applied to the metallic workpiece through the dies during deformation. Previous experimental investigations have shown that EAF can lead to reductions in flow stress and power consumption, increase in formability through larger achievable strains, the ability to reduce/eliminate springback, and improved precision. This study investigates the influence of electricity on the different lubrication mechanisms by evaluating lubricant performance in an EAF process and identifying potential lubricant candidates for EAF. The tribological conditions have a significant influence on the frictional forces occurring at the die/workpiece interface, thus on the forming load, part quality, and achievable form. When electricity is applied, besides the changes due to surface expansion at the interface occurring in conventional processes, the lubricant is exposed to high localized temperatures and current fields. To analyze this, electrically-assisted ring compression tests are conducted and the performance characteristics of several lubricants are studied. By combining the experiments and finite element simulation results, friction coefficients can be estimated, and the effect of electric current flow on friction characteristics quantified. One goal of this study is to identify possible lubricant candidates to be used in EAF processes.					ASME International Manufacturing Science and Engineering ConferenceASME International Manufacturing Science and Engineering Conference	OCT 12-15, 2010OCT 12-15, 2010	Behrend Coll; ASME, Manufactur EngnBehrend Coll; ASME, Manufactur Engn	Penn State Erie, Erie, PAPenn State Erie, Erie, PA	2	0	0	0	0	2					978-0-7918-4946-0	WOS:000291337100087		
B	Henderson, Andrew J.; Bunget, Cristina; Kurfess, Thomas R.			ASME					CUTTING FORCE MODELING WHEN MILLING NICKEL-BASE SUPERALLOYS								PROCEEDINGS OF THE ASME INTERNATIONAL MANUFACTURING SCIENCE AND ENGINEERING CONFERENCE 2010, VOL 2								193	202					2011	2011	Superalloys are a relatively new class of materials that exhibit high mechanical strength, ductility, creep resistance at high operating temperatures, high fatigue strength, and typically superior resistance to corrosion and oxidation even at elevated temperatures. These properties make superalloys ideal for applications in aircraft, cryogenic tanks, submarines, nuclear reactors, and petrochemical equipment. In the aerospace industry, the most commonly used superalloy is the nickel-base alloy and it accounts for 30-50% of the total material required in the manufacturing of the aircraft engine. It is used for rotating parts of gas turbines such as blades and disks, engine mounts, turbine casings and components for rocket motors and pumps. To make full use of nickel-base superalloys, a machining process must be developed that is capable of controlling and identifying tool wear, and identifying the onset of subsurface damage and controlling its formation during processing. To accomplish this, a model relating process characteristics and cutting parameters need to be developed. Due to high tool wear, the cutting forces increase drastically during machining, thus making impossible to estimate the forces with existing models. This research proposes an update to the specific cutting forces model taking into consideration rapid tool wear. As milling is the most common machining processes used to cut superalloys (e.g., turbine blades), it is specifically targeted by this research. Experiments were conducted under different cutting conditions to observe the cutting characteristics of nickel-base superalloys. Empirical observations were used to formulate updated coefficients. Later this model will be applied for real-time control of the process results, such as geometry, tool wear and subsurface damage, and also for estimation and control of other quantities such as force, deflection, surface quality and energy consumed. This will provide new insights into machining these advanced alloys.					ASME International Manufacturing Science and Engineering ConferenceASME International Manufacturing Science and Engineering Conference	OCT 12-15, 2010OCT 12-15, 2010	Behrend Coll; ASME, Manufactur EngnBehrend Coll; ASME, Manufactur Engn	Penn State Erie, Erie, PAPenn State Erie, Erie, PA	1	0	0	0	0	1					978-0-7918-4947-7	WOS:000291336000026		
J	Billings, Andrew C.; Angelini, James R.; Wu, Dan								Nationalistic Notions of the Superpowers: Comparative Analyses of the American and Chinese Telecasts in the 2008 Beijing Olympiad								JOURNAL OF BROADCASTING & ELECTRONIC MEDIA				55	2			251	266	PII 938011805	10.1080/08838151.2011.571325			2011	2011	Ranging from enhanced media exposure to increased athlete mentions, to biased on-air dialogues, nationalism percolates within the mosaic of the Olympic media framework. This study incorporates the dialogue of 2 national telecasts (United States and China) of 5 sports to determine the degree to which the 2 athletic superpowers framed athletic performances using ous vs. themo dichotomies. Significant differences were uncovered within discourse taxonomical attributions, leading to a conclusion that the telecasts from these two nations described the same athletic performances in substantially different manners which were largely based on whether the athlete competed for the United States or China.									15	0	0	0	0	15			0883-8151			WOS:000290986800007		
J	Zimmerman, Bonnie; Chow, James; Abbott, Albert G.; Ellison, Michael S.; Kennedy, Marian S.; Dean, Delphine				Dean, Delphine/F-3391-2010				Variation of Surface Charge along the Surface of Wool Fibers Assessed by High-Resolution Force Spectroscopy								JOURNAL OF ENGINEERED FIBERS AND FABRICS				6	2			61	66					2011	2011	In this study, we have mapped the surface charge of wool fibers using chemically specific high-resolution force spectroscopy in order to better understand the dispersion of amino acids in relation to fiber morphology. The inter-surface forces between standard atomic force microscopy (AFM) probe tips (tip radius similar to 50 nm) functionalized with COOH and NH(3) terminated alkanethiol self assembling monolayers and the wool surface were used to estimate the surface charge per unit area using linear Poisson-Boltzmann-based electrostatic double layer theory. The positional measurement of nano-scale surface charge showed a correlation between the surface charge and fiber morphology, indicated that basic amino acids are located near the scale edges.									2	0	0	0	0	2			1558-9250			WOS:000291359900007	21866220	
