PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Kelley, D. E.; Gibbons, J. R.; Pratt, S. E.; Smith, R. L.; Mortensen, C. J.				Kelley, Dale/B-1783-2014	Kelley, Dale/0000-0002-4767-6978			THE EFFECT OF EXERCISE ON FOLLICULOGENESIS IN MARES								REPRODUCTION FERTILITY AND DEVELOPMENT				21	1		173	185	186		10.1071/RDv21n1Ab173			2009	2009										1	0	0	0	0	1			1031-3613			WOS:000261481300187		
J	Wilson, M. E.; Morris, J. C.; Gibbons, J. R.								BIOACTIVE, BACTERIAL-DERIVED RECOMBINANT BOVINE FOLLICLE-STIMULATING HORMONE								REPRODUCTION FERTILITY AND DEVELOPMENT				21	1		299	246	247		10.1071/RDv21n1Ab299			2009	2009										0	0	0	0	0	0			1031-3613			WOS:000261481300313		
J	Marks, Steven G.								Peopling the Russian Periphery: Borderland Colonization in Eurasian History								RUSSIAN REVIEW				68	1			146	147					JAN 2009	2009										0	0	0	0	0	0			0036-0341			WOS:000262517700027		
J	Omar, Mohammed; Zhou, Yi; Planting, Eric; Parvataneni, Rohit; Hung, Stephen								Combined active triangulation, morphology scheme for active shape retrieval								SENSOR REVIEW				29	3			233	239		10.1108/02602280910967648			2009	2009	Purpose - The purpose of this paper is to present a combined scheme of active laser-based triangulation and a morphological edge detection, to quantify features dimensions (width and depth) over smooth plastic surfaces. The inspected target is an automotive polyethylene, optically black fender, with average roughness of 1 Am, while the sought features are mold sinks with depth variations of 0.3-1.0 mm and a width of - 3 mm,Design/methodology/approach - Several non-contact scanning and reconstruction optical modalities are discussed along with its associated noise for current application; such techniques include interferometry and triangulation. The proposed system projects a linear coherent illumination and scans its reflection profile to infer the reflected component position using trigonometry and its width using a Sobel morphological operator. The retrieved dimensions are then reconstructed into feature boundaries that enable a depth and width quantification.Findings - The proposed setup and processing are validated through experimental scans of actual molded fenders with artificial deviations. The proposed system accuracy is then analyzed and its spatial resolution is found to be 0.14 mm using the current charge-coupled device format of 640 x 480. Additionally the proposed system is benchmarked against a commercial 3D stereo-based scanner; proposed system proved to be more accurate with faster scanning rates.Research limitations/implications - The post processor combines the predicted width and depth values in real-time to synthesize a 3D surface profile for sought features, with a resolution of 0.14 mm, an accuracy of 0.09 mm, and a repeatability of 0.11 mm. The proposed scheme is customized to current laser illuminant and to the plastic surface profile, which further modifications for other illuminations and roughness values.Originality/value - New image processing code is used to reduce the laser speckle effect and the moving mechanism vibration using a moving Gaussian illuminant and a double thresholding scheme coupled with sequential averaging, respectively.									1	0	0	0	0	1			0260-2288			WOS:000268036300007		
J	Husson, Scott M.; Wickramasinghe, S. Ranil								Advances in Membrane Science at Engineering with Membranes 2008 Foreword								SEPARATION SCIENCE AND TECHNOLOGY				44	14			3287	3288	PII 915735181	10.1080/01496390903222028			2009	2009										0	0	0	0	0	0			0149-6395			WOS:000274347600001		
J	Tomer, Namrata; Mondal, Subrata; Wandera, Daniel; Wickramasinghe, S. Ranil; Husson, Scott M.								Modification of Nanofiltration Membranes by Surface-Initiated Atom Transfer Radical Polymerization for Produced Water Filtration								SEPARATION SCIENCE AND TECHNOLOGY				44	14			3346	3368	PII 915735336	10.1080/01496390903212540			2009	2009	Poly(N-isopropylacrylamide) and poly(N-isopropylacrylamide-block-ethylene glycol methacrylate) were grafted from commercial polyamide thin-film composite nanofiltration membranes using surface-initiated atom transfer radical polymerization. The results from Fourier-transform infrared spectroscopy confirmed the successful grafting of both polymers from the membrane surfaces. Contact angle measurements were done to illustrate the temperature responsive wettability of the modified membrane surfaces. Modified membranes were used in flux measurements of wastewater produced during coal bed methane gas exploration. The degree of fouling of the original and the modified membranes was examined by pure water flux recovery measurements after produced water filtration and a temperature-controlled water rinse.					Engineering with Membrances Conference 2008Engineering with Membrances Conference 2008	20082008		Algarve, PORTUGALAlgarve, PORTUGAL	13	0	0	0	0	13			0149-6395			WOS:000274347600005		
B	Sharma, M.; Massa, L.; Austin, J. M.						Hannemann, K; Seiler, F		Triple point shear layers in hypervelocity flow								SHOCK WAVES, VOL 1, PROCEEDINGS								725	+		10.1007/978-3-540-85168-4_117			2009	2009						26th International Symposium on Shock Waves26th International Symposium on Shock Waves	JUL 15-20, 2007JUL 15-20, 2007	German Aerosp Ctr; French German Res Inst St LouisGerman Aerosp Ctr; French German Res Inst St Louis	Gottingen, GERMANYGottingen, GERMANY	0	0	0	0	0	0					978-3-540-85167-7	WOS:000269686200117		
J	Ervin, V. J.; Jenkins, E. W.; Sun, S.								COUPLED GENERALIZED NONLINEAR STOKES FLOW WITH FLOW THROUGH A POROUS MEDIUM								SIAM JOURNAL ON NUMERICAL ANALYSIS				47	2			929	952		10.1137/070708354			2009	2009	In this article, we analyze the flow of a fluid through a coupled Stokes-Darcy domain. The fluid in each domain is non-Newtonian, modeled by the generalized nonlinear Stokes equation in the free flow region and the generalized nonlinear Darcy equation in the porous medium. A flow rate is specified along the inflow portion of the free flow boundary. We show existence and uniqueness of a variational solution to the problem. We propose and analyze an approximation algorithm and establish a priori error estimates for the approximation.									44	1	0	0	0	45			0036-1429			WOS:000265778900007		
J	Sun, Shuyu; Liu, Jiangguo								A LOCALLY CONSERVATIVE FINITE ELEMENT METHOD BASED ON PIECEWISE CONSTANT ENRICHMENT OF THE CONTINUOUS GALERKIN METHOD								SIAM JOURNAL ON SCIENTIFIC COMPUTING				31	4			2528	2548		10.1137/080722953			2009	2009	This paper presents a locally conservative finite element method based on enriching the approximation space of the continuous Galerkin method with elementwise constant functions. The proposed method has a smaller number of degrees of freedom than the discontinuous Galerkin method. Numerical examples on coupled flow and transport in porous media are provided to illustrate the advantages of this method. We also present a theoretical analysis of the method and establish optimal convergence of numerical solutions.									25	2	0	0	0	27			1064-8275			WOS:000268859500006		
J	Pilcher, J. J.; Markle, R. S.								EFFECTS OF DEPRESSION ON PERFORMANCE AND SELF-ASSESSED PERFORMANCE UNDER SLEEP DEPRIVATION CONDITIONS								SLEEP				32			439	A145	A145				S	2009	2009						23rd Annual Meeting of the Associated-Professional-Sleep-Societies23rd Annual Meeting of the Associated-Professional-Sleep-Societies	JUN 06-11, 2009JUN 06-11, 2009	Associated Profess Sleep SocAssociated Profess Sleep Soc	Seattle, WASeattle, WA	0	0	0	0	0	0			0161-8105			WOS:000265542000441		
J	Pilcher, J. J.; Galan, N.; Haarmann, H.								EFFECTS OF SLEEP DEPRIVATION ON WORKING MEMORY: FIRST VERSUS SECOND LANGUAGE SPEAKERS								SLEEP				32			438	A145	A145				S	2009	2009						23rd Annual Meeting of the Associated-Professional-Sleep-Societies23rd Annual Meeting of the Associated-Professional-Sleep-Societies	JUN 06-11, 2009JUN 06-11, 2009	Associated Profess Sleep SocAssociated Profess Sleep Soc	Seattle, WASeattle, WA	0	0	0	0	0	0			0161-8105			WOS:000265542000440		
J	Steward, J. M.; Pilcher, J. J.; Scheck-Bradley, P.								EFFECT'S OF SLEEP DEPRIVATION ON ACTUAL AND ESTIMATED PERFORMANCE ON COMPLEX COGNITIVE TASKS								SLEEP				32			0421	A139	A140					2009	2009						23rd Annual Meeting of the Associated-Professional-Sleep-Societies23rd Annual Meeting of the Associated-Professional-Sleep-Societies	JUN 06-11, 2009JUN 06-11, 2009	Associated Profess Sleep SocAssociated Profess Sleep Soc	Seattle, WASeattle, WA	0	0	0	0	0	0			0161-8105			WOS:000265542000423		
B	Saeidpourazar, Reza; Jalili, Nader			ASME					FORCED-CONTROLLED NANOMANIPULATION UTILIZING NANO-ROBOTIC MANIPULATOR AND NANOMECHANICAL CANTILEVER								SMASIS 2008: PROCEEDINGS OF THE ASME CONFERENCE ON SMART MATERIALS, ADAPTIVE STRUCTURES AND INTELLIGENT SYSTEMS - 2008, VOL 2								529	537					2009	2009	This paper presents forced-controlled nanomanipulation utilizing nano-robotic manipulator and nanomechanical cantilever. A three degree of freedom (3 DOF) nanomanipulator with revolute revolute prismatic (RRP) actuator structure, named here MM3A (R), can be utilized for a variety of nanomanipulation tasks. Previous publications of the authors present the mathematical modeling and robust control of manipulator's tip using fused visual servoing and force sensor feedbacks.Due to lack of position and velocity feedbacks in MM3A (R) nanomanipulator, a fused vision/force feedback robust controller has been recently designed by the authors. Previous publications of the authors present the optimal utilization of the visual servoing and force sensor feedbacks for use in the nanomanipulation tasks. More specifically, the visual servoing and force feedback structures are investigated through extensive simulations in order to reveal issues in practical implementation.In modeling the force sensing module of the designed fused feedback controller, previous publications of the authors present a closed-form distributed-parameters based modeling framework for piezoresistive Nanomechanical Cantilever (NMC)-based force sensors used in a variety of cantilever-based nanomanipulation actions. Current modeling practices call for a simple lumped-parameters framework rather than modeling the piezoresistive NMC itself. Due to the widespread applications of such NMCs in nanoscale force sensing or non-contact atomic force microscopy with nano-Newton to pico-Newton force measurement requirements, precise modeling of the piezoresistive microcantilevers is essential. Instead of the previously used lumped-parameters modeling, a distributed-parameters modeling framework is proposed and developed in previous publications of the authors to arrive at the most complete model of the piezoresistive NMC including tip-mass, tip-force and base movement considerations.Here, experimental results are presented to demonstrate the accuracy of the proposed distributed-parameters model when compared with the previously reported lumped-parameters modeling approach. It is shown that by utilizing the distributed-parameters model rather than lumped-parameters approach and by predicting the exact motion of each point on the NMC, the precision of the piezoresistive NMC's model is significantly enhanced. Such novel modeling framework could pave the pathway towards nanomechanical cantilever-based manipulation and positioning as detailed in the second part.					Conference on Smart Materials, Adaptive Structures and Intelligent SystemsConference on Smart Materials, Adaptive Structures and Intelligent Systems	OCT 28-30, 2008OCT 28-30, 2008	ASME, Nanotechnol InstASME, Nanotechnol Inst	Ellicot, MDEllicot, MD	0	0	0	0	0	0					978-0-7918-4332-1	WOS:000265213800060		
B	Eslami, Sohrab; Jalili, Nader; Saeidpourazar, Reza			ASME					A NEURAL NETWORK-BASED CONTROLLER FOR A PIEZOELECTRICALLY-ACTUATED NANO/MICROMANIPULATOR								SMASIS 2008: PROCEEDINGS OF THE ASME CONFERENCE ON SMART MATERIALS, ADAPTIVE STRUCTURES AND INTELLIGENT SYSTEMS - 2008, VOL 2								539	546					2009	2009	Nowadays, nanorobots form the most important element of many precision manufacturing and industries such as medical instruments. Apparently, the most important property of these devices is their precision and durability. The more they have accuracy, the more delicate tasks may be performed. Hence, the design of an accurate model for achieving this objective is a challenging problem that has attracted the attention of many recent researchers in the nanotechnology field. In this paper, the kinematics and dynamics as well as development of appropriate controllers for a RRP (revolute-revolute-prismatic) nanomanipulator are presented. The specific task considered here for this manipulator is for the tip to track a predefined trajectory. For the real-time control implementation, a neural network (NN) is applied in order for the fast response of the system. A comparison between a standard PD controller and NN-based controller is presented through a numerical example.					Conference on Smart Materials, Adaptive Structures and Intelligent SystemsConference on Smart Materials, Adaptive Structures and Intelligent Systems	OCT 28-30, 2008OCT 28-30, 2008	ASME, Nanotechnol InstASME, Nanotechnol Inst	Ellicot, MDEllicot, MD	0	0	0	0	0	0					978-0-7918-4332-1	WOS:000265213800061		
J	Dunn, Caroline								Living Dangerously: On the Margins in Medieval and Early Modern Europe								SOCIAL HISTORY				34	4			520	521					2009	2009										0	0	0	0	0	0			0307-1022			WOS:000273637700031		
J	Cantalupo, C.; Bennett, A.; Braly, N.; Hughes, R.; Russell, J.; Hopkins, W.								Functional correlates of asymmetry of the insular cortex in the chimpanzee								Society for Neuroscience Abstract Viewer and Itinerary Planner				39										2009	2009						39th Annual Meeting of the Society-for-Neuroscience39th Annual Meeting of the Society-for-Neuroscience	October 17 -21, 2009October 17 -21, 2009	Soc NeurosciSoc Neurosci	Chicago, IL, USAChicago, IL, USA	0	0	0	0	0	0						BCI:BCI201200032997		
J	Powell, Robert B.; Kellert, Stephen R.; Ham, Sam H.								Interactional Theory and the Sustainable Nature-Based Tourism Experience								SOCIETY & NATURAL RESOURCES				22	8			761	776		10.1080/08941920802017560			2009	2009	Two complementary studies were conducted to investigate both the immediate and long-term influence of Grand Canyon National Park multi-day commercial whitewater rafting experiences on participants' knowledge of the host protected area, attitudes toward management issues facing the host protected area, and environmental behaviors and future intentions. Through the use of multiple regression models, this investigation also explored the influence of tour and tourist characteristics on these outcomes to test and refine an interactional model. Results suggest that nature-based tourism operators can be efficacious partners for resource managers in providing experiences that educate the public to the importance of protected areas. In addition, the interactional model provided a useful framework for investigating the influence of tourist and tour characteristics on experiential outcomes and ultimately the sustainability of protected areas.									12	0	0	2	0	12			0894-1920			WOS:000269128600005		
J	Shelton, Thomas G.; Gerard, Patrick D.; Wagner, Terence L.								Partial Disturbance of Resources Foraged by Reticulitermes flavipes								SOCIOBIOLOGY				54	3			973	989					2009	2009	The introduction of termiticidal baits over 10 years ago has increased interest in the basic foraging behavior of pest termite species. Due to the amount of interference with foraged Cellulose material (bait matrices, both treated and untreated) in bait stations as part of some control programs,the following study was initiated to examine the response of termites to very short term (1 wk) partial disturbances of a foraged resource. Does weekly Interruption (disturbance) of 0, 25, 50, 75, or 100% of a foraged resource reduce feeding (or activity) by Subterranean termites? Four pre-weighed cubes of southern yellow pine (Pinus spp. L.) in close proximity (I cm) were provided to groups of Eastern Subterranean termites [Reticulitermes flavipes (Kollar)] as foraging choices in two different screw-top Jar arena tests. Tie first study was done in single jars requiring termites to stay confined near the disturbed blocks,while a second study used three connected jars providing the termites with the ability to avoid the Jar with the disturbed blocks altogether. Both studies used similar methods, differing only in arena design. In these studies, one, two, three, all or none of the blocks were picked LIP carefully and the number of termites on the moved block Counted weekly. Data from both studies indicated that termites did not permanently leave disturbed blocks, and that between 50 and 75% of the blocks needed to be moved to reduce feeding on the disturbed blocks.									2	0	0	2	0	2			0361-6525			WOS:000271544900025		
J	Mulrooney, J. E.; Gerard, P. D.								Tunneling and Activity of Reticulitermes flavipes (Isoptera: Rhinotermitidae) Exposed to Low Concentrations of Nonrepellent Termiticides								SOCIOBIOLOGY				53	3			695	706					2009	2009	Tunneling and activity bioassays of chlorfenapyr, fipronil, and imidacloprid treated sand were conducted in the laboratory using Reticulitermes flavipes (Kollar). Termites tunneled significantly less through sand treated with 1.0 ppm concentrations of fipronil and imidacloprid compared to the control and chlorfenapyr. Mortality after 7 d was 57, 25, and 29% for fipronil, chlorfenapyr, and imidacloprid, respectively. In a second experiment, termite activity was determined from sound events detected in an acoustical event detection system over a 48 h period after termites were placed on sand treated with 1.0 or 10.0 ppm concentrations. Activity of termites declined to near zero within 3 and 9 h when exposed to 1.0 ppm imidacloprid- and fipronil-treated sand, respectively. Termites in the 1.0 ppm chlorfenapyr treatment showed a decline in activity to near zero after 7 h, followed by an increase in activity and another decline at 12 and 13 h only to increase once again and remain significantly above zero for the remainder of the 48 h period. Mean termite mortality 7 d after termites were placed on treated sand was 100, 99, and 76% for fipronil, chlorfenapyr, and imidacloprid, respectively. Termite activity declined to near zero 2, 8, and 9 h after exposure to 10.0 ppm imidacloprid-, chlorfenapyr-, and fipronil-treated sand, respectively. Mortality associated with the 10.0 ppm concentration, recorded after 4 d, was 100% for fipronil and 92% for chlorfenapyr. Mortality due to imidacloprid exposure was 100% after 7 d.									4	1	0	3	0	5			0361-6525			WOS:000270860800007		
